location_name,lat,long,count
ব্রাহ্মণবাড়িয়া নাসিরনগর,24.1870015,91.17369939999999,35
ব্রাহ্মণবাড়িয়া সরাইল,24.0745179,91.1113216,19
ব্রাহ্মণবাড়িয়া আখাউড়া,23.8686193,91.20972909999999,17
ব্রাহ্মণবাড়িয়া কসবা,23.78307,91.1161166,16
ব্রাহ্মণবাড়িয়া নবীনগর,23.8882098,90.9605637,7
ব্রাহ্মণবাড়িয়া বাঞ্ছারামপুর,23.7849672,90.810357,3
ব্রাহ্মণবাড়িয়া বিজয়নগর,24.0141859,91.2265536,2
বান্দরবান বান্দরবান সদর,22.2468484,92.2433487,61
বান্দরবান রুমা,21.9810002,92.49999179999999,34
বান্দরবান লামা,21.7937474,92.2630393,5
বান্দরবান আলীকদম,21.6530087,92.31476769999999,2
বান্দরবান নাইক্ষ্যংছড়ি,21.4269481,92.17572779999999,1
বান্দরবান রোয়াংছড়ি,22.197522,92.3616203,0
বান্দরবান থানচি,21.8210961,92.435696,0
ময়মনসিংহ ময়মনসিংহ সদর,24.7851062,90.3560076,328
ময়মনসিংহ ত্রিশাল,24.5712183,90.4125181,62
ময়মনসিংহ গৌরীপুর,24.736913,90.5825359,54
ময়মনসিংহ গফরগাঁও,24.4571847,90.5486962,39
ময়মনসিংহ ফুলবাড়ীয়া,24.5715533,90.26200419999999,36
ময়মনসিংহ ভালুকা,24.3813087,90.3371889,33
ময়মনসিংহ নান্দাইল,24.5687223,90.6903529,18
ময়মনসিংহ ধোবাউড়া,25.1169036,90.5068824,9
ময়মনসিংহ হালুয়াঘাট,25.1173403,90.3560076,6
ময়মনসিংহ ফুলপুর,24.9750789,90.3183792,6
ময়মনসিংহ তারাকান্দা,24.8559556,90.4879916,4
ময়মনসিংহ ঈশ্বরগঞ্জ,24.6923421,90.5943697,1
ময়মনসিংহ মুক্তাগাছা,24.7660178,90.2561365,0
দিনাজপুর দিনাজপুর সদর,25.5856239,88.6530753,115
দিনাজপুর বিরল,25.6318682,88.5371958,54
দিনাজপুর বোচাগঞ্জ,25.7997217,88.46218909999999,46
দিনাজপুর বীরগঞ্জ,25.8934484,88.6723578,25
দিনাজপুর নবাবগঞ্জ,25.3996126,89.1134166,21
দিনাজপুর বিরামপুর,25.386836,88.9701082,20
দিনাজপুর পার্বতীপুর,25.6543901,88.9162387,16
দিনাজপুর হাকিমপুর,25.292669,89.0657027,15
দিনাজপুর কাহারোল,25.8215744,88.57585739999999,9
দিনাজপুর চিরিরবন্দর,25.6503373,88.7770522,8
দিনাজপুর ফুলবাড়ী,25.4454443,88.8838834,6
দিনাজপুর খানসামা,25.8706397,88.7686382,4
দিনাজপুর ঘোড়াঘাট,25.30525,89.18964299999999,3
নরসিংদী নরসিংদী,23.9192671,90.7176492,133
নরসিংদী মনোহরদী,24.1659585,90.73427339999999,10
নরসিংদী পলাশ,23.9641782,90.6488505,4
নরসিংদী শিবপুর,24.0230785,90.7722974,3
নরসিংদী রায়পুরা,23.9748899,90.8865834,3
নরসিংদী বেলাবো,24.0821904,90.83892519999999,2
হবিগঞ্জ হবিগঞ্জ সদর,24.3512631,91.4241426,125
হবিগঞ্জ লাখাই,24.3050924,91.26984750000001,29
হবিগঞ্জ মাধবপুর,24.0998223,91.2963269,26
হবিগঞ্জ চুনারুঘাট,24.1843292,91.4821482,21
হবিগঞ্জ বানিয়াচং,24.5063217,91.3565692,15
হবিগঞ্জ নবীগঞ্জ,24.567188,91.5136009,15
হবিগঞ্জ আজমিরীগঞ্জ,24.5489217,91.2361706,5
হবিগঞ্জ বাহুবল,24.3412478,91.5378109,4
কুষ্টিয়া দৌলতপুর,24.0206887,88.8455037,208
কুষ্টিয়া ভেড়ামারা,24.0693285,88.99880979999999,149
কুষ্টিয়া কুষ্টিয়া সদর,23.8319192,89.0752499,101
কুষ্টিয়া মিরপুর,23.9414957,89.0012007,68
কুষ্টিয়া কুমারখালী,23.8595814,89.239589,35
কুষ্টিয়া খোকসা,23.7973765,89.294221,14
টাঙ্গাইল টাঙ্গাইল সদর,24.2627692,89.8692203,130
টাঙ্গাইল মির্জাপুর,24.1052534,90.1050557,92
টাঙ্গাইল বাসাইল,24.2330971,90.0513246,45
টাঙ্গাইল দেলদুয়ার,24.1201434,89.9440061,28
টাঙ্গাইল ঘাটাইল,24.4811953,89.9731798,15
টাঙ্গাইল কালিহাতী,24.3579029,89.9440061,13
টাঙ্গাইল ভুয়াপুর,24.4662909,89.87039,7
টাঙ্গাইল নাগরপুর,24.0249585,89.8692203,6
টাঙ্গাইল গোপালপুর,24.5628538,89.9276592,5
টাঙ্গাইল ধনবাড়ী,24.6905333,89.9440061,2
টাঙ্গাইল মধুপুর,24.6118636,90.0314865,2
টাঙ্গাইল সখিপুর,24.2864848,90.1869644,0
চট্টগ্রাম চন্দনাইশ,22.2489309,92.08613299999999,35
চট্টগ্রাম হাটহাজারী,22.5084634,91.80745859999999,27
চট্টগ্রাম বোয়ালখালী,22.3791057,91.9172519,26
চট্টগ্রাম লোহাগাড়া,22.0100869,92.1253854,22
চট্টগ্রাম রাঙ্গুনিয়া,22.4872419,92.08613299999999,21
চট্টগ্রাম পটিয়া,22.2980567,91.96858259999999,20
চট্টগ্রাম বাঁশখালী,21.9884298,91.949021,20
চট্টগ্রাম সাতকানিয়া,22.1059284,92.08613299999999,19
চট্টগ্রাম রাউজান,22.5368435,91.9294681,12
চট্টগ্রাম আনোয়ারা,22.2337164,91.8659809,10
চট্টগ্রাম ফটিকছড়ি,22.7537259,91.714958,9
চট্টগ্রাম সন্দ্বীপ,22.49194,91.420891,3
চট্টগ্রাম সীতাকুন্ড,22.5512782,91.7052325,3
চট্টগ্রাম মীরসরাই,22.773039,91.5741517,2
খুলনা রূপসা,22.8220512,89.6345796,142
খুলনা দিঘলিয়া,22.8813609,89.5308903,40
খুলনা ডুমুরিয়া,22.8572247,89.436391,39
খুলনা তেরখাদা,22.9353223,89.6675144,31
খুলনা ফুলতলা,22.9406641,89.44585099999999,14
খুলনা পাইকগাছা,22.5930919,89.3167649,13
খুলনা দাকোপ,22.6012347,89.5072866,10
খুলনা কয়রা,22.3382299,89.2989681,2
খুলনা বটিয়াঘাটা,22.7263608,89.5025641,0
বগুড়া বগুড়া সদর,24.8790417,89.341667,130
বগুড়া শেরপুর,24.6419203,89.41746409999999,84
বগুড়া ধুনট,24.6779694,89.5403279,22
বগুড়া কাহালু,24.8312161,89.2657266,16
বগুড়া সোনাতলা,25.0101829,89.5025641,14
বগুড়া সারিয়াকান্দি,24.8887731,89.5709844,13
বগুড়া গাবতলী,24.8794971,89.4553088,11
বগুড়া শাজাহানপুর,24.7604268,89.3606298,10
বগুড়া শিবগঞ্জ,25.021252,89.3037147,9
বগুড়া আদমদিঘি,24.8299252,89.0370477,4
বগুড়া নন্দিগ্রাম,24.6885682,89.2277026,1
বগুড়া দুপচাচিঁয়া,24.848078,89.3729633,0
মৌলভীবাজার মৌলভীবাজার সদর,24.467064,91.714958,50
মৌলভীবাজার শ্রীমঙ্গল,24.3009598,91.69550919999999,15
মৌলভীবাজার কুলাউড়া,24.5254644,92.0346665,14
মৌলভীবাজার কমলগঞ্জ,24.275148,91.8708613,13
মৌলভীবাজার বড়লেখা,24.7219272,92.2039933,11
মৌলভীবাজার জুড়ী,24.5800604,92.1646722,5
মৌলভীবাজার রাজনগর,24.5307223,91.8562218,5
গাজীপুর গাজীপুর সদর,24.0245111,90.3936722,62
গাজীপুর কালীগঞ্জ,23.9644781,90.5730713,36
গাজীপুর কালিয়াকৈর,24.119897,90.2807868,15
গাজীপুর কাপাসিয়া,24.1666098,90.5825359,7
গাজীপুর শ্রীপুর,24.1996574,90.48090979999999,6
রাঙ্গামাটি রাঙ্গামাটি সদর,22.6527331,92.18432849999999,17
রাঙ্গামাটি কাপ্তাই,22.4943822,92.2212071,4
রাঙ্গামাটি লংগদু,22.9385888,92.18432849999999,3
রাঙ্গামাটি কাউখালী,22.6316863,91.96858259999999,3
রাঙ্গামাটি নানিয়ারচর,22.862167,92.1106617,2
রাঙ্গামাটি বরকল,22.7251557,92.3795109,2
রাঙ্গামাটি বিলাইছড়ি,22.3622596,92.49999179999999,1
রাঙ্গামাটি বাঘাইছড়ি,23.4618422,92.2236667,1
রাঙ্গামাটি রাজস্থলী,22.3892808,92.2827384,0
রাঙ্গামাটি জুরাছড়ি,22.6708223,92.3788939,0
রংপুর রংপুর সদর,25.7318144,89.2277026,246
রংপুর মিঠাপুকুর,25.6137326,89.28472510000002,17
রংপুর পীরগঞ্জ,25.4362185,89.3132061,10
রংপুর বদরগঞ্জ,25.6539681,89.07047659999999,3
রংপুর তারাগঞ্জ,25.7780177,89.0370477,2
রংপুর কাউনিয়া,25.7741665,89.4316601,1
রংপুর গংগাচড়া,25.8737916,89.2277026,1
রংপুর পীরগাছা,25.6853487,89.41746409999999,1
শেরপুর শেরপুর সদর,25.0228724,90.0186555,74
শেরপুর নালিতাবাড়ী,25.1413667,90.1869644,15
শেরপুর নকলা,24.9752761,90.20571079999999,14
শেরপুর ঝিনাইগাতী,25.1859383,90.0629989,10
শেরপুর শ্রীবরদী,25.147401,89.9393363,6
যশোর যশোর সদর,23.1660967,89.2277026,235
যশোর চৌগাছা,23.2603293,89.0370477,102
যশোর মণিরামপুর,23.0231532,89.2277026,79
যশোর কেশবপুর,22.8801843,89.2277026,73
যশোর অভয়নগর,23.0238177,89.3795835,64
যশোর বাঘারপাড়া,23.2142538,89.341667,57
যশোর ঝিকরগাছা,23.0999066,89.0991083,37
যশোর শার্শা,23.0513819,88.95574979999999,31
জয়পুরহাট জয়পুরহাট সদর,25.1146553,89.0370477,52
জয়পুরহাট কালাই,25.0800353,89.19916119999999,35
জয়পুরহাট আক্কেলপুর,24.9248618,89.0370477,6
জয়পুরহাট ক্ষেতলাল,25.0380091,89.10864769999999,2
জয়পুরহাট পাঁচবিবি,25.2097532,89.0752499,1
নাটোর নাটোর সদর,24.4021576,88.99880979999999,49
নাটোর বড়াইগ্রাম,24.284137,89.1324866,13
নাটোর গুরুদাসপুর,24.3561454,89.2657266,10
নাটোর সিংড়া,24.4742657,89.1324866,7
নাটোর লালপুর,24.2117459,88.96053649999999,5
নাটোর বাগাতিপাড়া,24.30709,88.99880979999999,2
মাদারীপুর শিবচর,23.3584485,90.1682271,220
মাদারীপুর মাদারীপুর সদর,23.2155345,90.1682271,150
মাদারীপুর রাজৈর,23.2066833,90.04899019999999,71
মাদারীপুর কালকিনি,23.075497,90.2268113,54
শরীয়তপুর গোসাইরহাট,23.0988395,90.45259539999999,74
শরীয়তপুর ভেদরগঞ্জ,23.2148117,90.5068824,58
শরীয়তপুর ডামুড্যা,23.1316824,90.4219444,52
শরীয়তপুর জাজিরা,23.3315039,90.3246455,39
শরীয়তপুর নড়িয়া,23.2626763,90.4313729,13
শরীয়তপুর শরিয়তপুর সদর,23.2153036,90.3183792,0
রাজবাড়ী রাজবাড়ী সদর,23.7153155,89.6628111,137
রাজবাড়ী পাংশা,23.7800218,89.412731,72
রাজবাড়ী বালিয়াকান্দি,23.6436735,89.5686271,32
রাজবাড়ী গোয়ালন্দ,23.7392921,89.7567693,14
রাজবাড়ী কালুখালী,23.7621046,89.4993818,3
কুড়িগ্রাম কুড়িগ্রাম সদর,25.8281684,89.68162079999999,67
কুড়িগ্রাম উলিপুর,25.6564202,89.62045619999999,11
কুড়িগ্রাম ফুলবাড়ী,25.9490674,89.5521217,10
কুড়িগ্রাম রৌমারী,25.5916955,89.83177289999999,10
কুড়িগ্রাম চিলমারী,25.5810414,89.66163519999999,7
কুড়িগ্রাম রাজারহাট,25.7804348,89.5308903,4
কুড়িগ্রাম নাগেশ্বরী,25.970247,89.7567693,2
কুড়িগ্রাম চর রাজিবপুর,25.4613239,89.7661527,1
কুড়িগ্রাম ভুরুঙ্গামারী,26.1119582,89.68162079999999,1
মুন্সিগঞ্জ মুন্সিগঞ্জ সদর,23.5004745,90.5446912,17
মুন্সিগঞ্জ শ্রীনগর,23.5487895,90.2807868,11
মুন্সিগঞ্জ সিরাজদিখান,23.5961616,90.3936722,8
মুন্সিগঞ্জ লৌহজং,23.4743053,90.32072989999999,5
মুন্সিগঞ্জ গজারিয়া,23.5478112,90.62041649999999,4
